Date,Total Nodes(C),In Use,Offline,Available,Down,Running Jobs,Jobs in Queue
03-07-2025 07:30,422,235,0,187,0,85,6
03-07-2025 08:30,422,233,0,189,0,82,6
03-07-2025 09:30,422,283,0,139,0,83,6
03-07-2025 10:30,422,319,0,103,0,103,18
03-07-2025 11:30,422,377,0,45,0,126,23
03-07-2025 12:30,422,376,0,46,0,145,28
03-07-2025 13:30,422,390,0,32,0,143,30
03-07-2025 14:30,422,372,0,50,0,145,29
03-07-2025 15:30,422,416,0,6,0,155,31
03-07-2025 16:30,422,395,0,27,0,159,28
03-07-2025 17:30,422,399,0,23,0,167,22
03-07-2025 18:30,422,412,0,10,0,171,17
03-07-2025 19:30,422,414,0,8,0,161,18
03-07-2025 20:30,422,403,0,19,0,161,22
03-07-2025 21:30,422,388,0,34,0,147,21
03-07-2025 22:30,422,402,0,20,0,145,15
03-07-2025 23:30,422,386,0,36,0,141,12
04-07-2025 00:30,422,357,0,65,0,137,10
04-07-2025 01:30,422,369,0,53,0,136,7
04-07-2025 02:30,422,366,0,56,0,133,6
04-07-2025 03:30,422,364,0,58,0,131,5
04-07-2025 04:30,422,349,0,73,0,124,5
04-07-2025 05:30,422,342,0,80,0,121,4
04-07-2025 06:30,422,326,0,96,0,115,4
04-07-2025 07:30,422,323,0,99,0,111,3
04-07-2025 08:30,422,339,0,83,0,115,3
04-07-2025 09:30,422,357,0,65,0,115,3
04-07-2025 10:30,422,411,0,11,0,128,9
04-07-2025 11:30,422,415,0,7,0,130,20
04-07-2025 12:30,422,416,0,6,0,139,26
04-07-2025 13:30,422,418,0,4,0,131,36
04-07-2025 14:30,422,417,0,5,0,133,34
04-07-2025 15:30,422,418,0,4,0,136,33
04-07-2025 16:30,422,415,0,7,0,134,35
04-07-2025 17:30,422,415,0,7,0,131,34
04-07-2025 18:30,422,413,0,9,0,128,38
04-07-2025 19:30,422,416,0,6,0,135,40
04-07-2025 20:30,422,414,0,8,0,133,36
04-07-2025 21:30,422,407,0,15,0,134,31
04-07-2025 22:30,422,399,0,23,0,133,26
04-07-2025 23:30,422,381,0,41,0,130,27
05-07-2025 00:30,422,372,0,50,0,125,28
05-07-2025 01:30,422,342,0,80,0,122,25
05-07-2025 02:30,422,329,0,93,0,116,24
05-07-2025 03:30,422,349,0,73,0,115,22
05-07-2025 04:30,422,349,0,73,0,112,19
05-07-2025 05:30,422,349,0,73,0,112,16
05-07-2025 06:30,422,347,0,75,0,110,14
05-07-2025 07:30,422,346,0,76,0,109,14
05-07-2025 08:30,422,347,0,75,0,108,13
05-07-2025 09:30,422,377,0,45,0,114,14
05-07-2025 10:30,422,360,0,62,0,119,14
05-07-2025 11:30,422,331,0,91,0,108,13
05-07-2025 12:30,422,297,0,125,0,101,20
05-07-2025 13:30,422,330,0,92,0,115,27
05-07-2025 14:30,422,336,0,86,0,116,27
05-07-2025 15:30,422,300,0,122,0,118,26
05-07-2025 16:30,422,310,0,112,0,122,22
05-07-2025 17:30,422,327,0,95,0,119,19
05-07-2025 18:30,422,318,0,104,0,110,17
05-07-2025 19:30,422,309,0,113,0,107,16
05-07-2025 20:30,422,304,0,117,1,106,14
05-07-2025 21:30,422,301,2,119,0,107,11
05-07-2025 22:30,422,303,0,119,0,108,10
05-07-2025 23:30,422,297,0,125,0,103,14
06-07-2025 00:30,422,296,0,126,0,102,12
06-07-2025 01:30,422,266,0,156,0,99,10
06-07-2025 02:30,422,261,0,161,0,94,8
06-07-2025 03:30,422,258,0,164,0,92,6
06-07-2025 04:30,422,255,0,167,0,88,6
06-07-2025 05:30,422,284,0,138,0,89,3
06-07-2025 06:30,422,280,0,142,0,85,2
06-07-2025 07:30,422,275,0,147,0,83,1
06-07-2025 08:30,422,271,0,151,0,85,1
06-07-2025 09:30,422,262,0,160,0,88,12
06-07-2025 10:30,422,263,0,159,0,87,11
06-07-2025 11:30,422,257,0,165,0,86,10
06-07-2025 12:30,422,248,0,174,0,83,9
06-07-2025 13:30,422,246,0,176,0,85,11
06-07-2025 14:30,422,238,0,184,0,81,10
06-07-2025 15:30,422,201,0,221,0,79,9
06-07-2025 16:30,422,190,0,232,0,78,6
06-07-2025 17:30,422,188,0,234,0,79,6
06-07-2025 18:30,422,209,0,213,0,78,4
06-07-2025 19:30,422,210,0,212,0,72,4
06-07-2025 20:30,422,213,0,209,0,73,1
06-07-2025 21:30,422,209,0,213,0,72,0
06-07-2025 22:30,422,193,0,229,0,70,0
06-07-2025 23:30,422,190,0,232,0,68,0
07-07-2025 00:30,422,189,0,233,0,68,0
07-07-2025 01:30,422,188,0,234,0,67,0
07-07-2025 02:30,422,178,0,244,0,60,0
07-07-2025 03:30,422,190,0,232,0,58,0
07-07-2025 04:30,422,190,0,232,0,57,0
07-07-2025 05:30,422,186,0,236,0,54,0
07-07-2025 06:30,422,184,0,238,0,50,0
07-07-2025 07:30,422,180,0,242,0,48,0
07-07-2025 08:30,422,182,0,240,0,50,0
07-07-2025 09:30,422,217,0,205,0,66,3
07-07-2025 10:30,422,234,0,188,0,81,3
07-07-2025 11:30,422,269,0,153,0,100,7
07-07-2025 12:30,422,284,0,138,0,108,8
07-07-2025 13:30,422,299,0,123,0,114,7
07-07-2025 14:30,422,313,0,109,0,114,12
07-07-2025 15:30,422,307,0,115,0,116,12
07-07-2025 16:30,422,308,0,114,0,119,11
07-07-2025 17:30,422,311,0,111,1,124,9
07-07-2025 18:30,422,318,0,102,2,125,7
07-07-2025 19:30,422,337,0,83,2,125,10
07-07-2025 20:30,422,318,0,104,0,124,13
07-07-2025 21:30,422,304,0,118,0,122,12
07-07-2025 22:30,422,302,0,120,0,119,11
07-07-2025 23:30,422,295,0,127,0,115,9
08-07-2025 00:30,422,295,0,127,0,114,8
08-07-2025 01:30,422,287,0,135,0,108,6
08-07-2025 02:30,422,286,0,136,0,106,3
08-07-2025 03:30,422,259,0,163,0,102,3
08-07-2025 04:30,422,254,0,168,0,100,3
08-07-2025 05:30,422,223,0,199,0,97,2
08-07-2025 06:30,422,220,0,202,0,94,1
08-07-2025 07:30,422,215,0,207,0,88,0
08-07-2025 08:30,422,211,0,211,0,84,0
08-07-2025 09:30,422,250,0,172,0,94,0
08-07-2025 10:30,422,282,0,140,0,110,11
08-07-2025 11:30,422,315,0,107,0,125,12
08-07-2025 12:30,422,336,0,86,0,135,14
08-07-2025 13:30,422,320,0,102,0,132,16
08-07-2025 14:30,422,340,0,82,0,132,16
08-07-2025 15:30,422,381,0,41,0,137,16
08-07-2025 16:30,422,380,0,42,0,136,21
08-07-2025 17:30,422,390,0,32,0,136,18
08-07-2025 18:30,422,396,0,26,0,130,15
08-07-2025 19:30,422,345,0,77,0,123,15
08-07-2025 20:30,422,342,0,80,0,119,16
08-07-2025 21:30,422,333,0,89,0,111,12
08-07-2025 22:30,422,314,0,108,0,107,12
08-07-2025 23:30,422,302,0,120,0,112,18
09-07-2025 00:30,422,301,0,121,0,110,17
09-07-2025 01:30,422,325,0,97,0,110,9
09-07-2025 02:30,422,323,0,99,0,105,8
09-07-2025 03:30,422,319,0,103,0,101,7
09-07-2025 04:30,422,318,0,104,0,99,7
09-07-2025 05:30,422,315,0,107,0,96,7
09-07-2025 06:30,422,314,0,108,0,95,7
09-07-2025 07:30,422,315,0,107,0,96,7
09-07-2025 08:30,422,323,0,99,0,104,7
09-07-2025 09:30,422,316,0,106,0,101,2
09-07-2025 10:30,422,348,0,74,0,111,13
09-07-2025 11:30,422,362,0,60,0,117,25
09-07-2025 12:30,422,347,0,75,0,112,15
09-07-2025 13:30,422,351,1,70,0,115,11
09-07-2025 14:30,422,350,1,71,0,116,15
09-07-2025 15:30,422,356,1,65,0,110,11
09-07-2025 16:30,422,360,1,61,0,113,11
09-07-2025 17:30,422,373,1,48,0,115,16
09-07-2025 18:30,422,366,1,55,0,113,13
09-07-2025 19:30,422,383,1,38,0,117,10
09-07-2025 20:30,422,383,1,38,0,121,8
09-07-2025 21:30,422,392,1,29,0,124,14
09-07-2025 22:30,422,380,1,41,0,126,11
09-07-2025 23:30,422,345,1,76,0,120,7
10-07-2025 00:30,422,337,1,84,0,110,5
10-07-2025 01:30,422,335,1,86,0,106,5
10-07-2025 02:30,422,319,1,102,0,104,4
10-07-2025 03:30,422,313,1,108,0,103,4
10-07-2025 04:30,422,327,1,94,0,101,4
10-07-2025 05:30,422,327,1,94,0,101,4
10-07-2025 06:30,422,306,1,115,0,95,4
10-07-2025 07:30,422,305,1,116,0,94,4
10-07-2025 08:30,422,286,1,135,0,99,5
10-07-2025 09:30,422,264,1,157,0,90,2
10-07-2025 10:30,422,290,0,132,0,93,1
10-07-2025 11:30,422,286,0,136,0,95,7
10-07-2025 12:30,422,294,0,128,0,109,7
10-07-2025 13:30,422,306,0,116,0,118,7
10-07-2025 14:30,422,315,0,107,0,124,7
10-07-2025 15:30,422,353,0,69,0,136,10
10-07-2025 16:30,422,363,0,59,0,130,14
10-07-2025 17:30,422,397,0,25,0,143,21
10-07-2025 18:30,422,366,0,56,0,139,13
10-07-2025 19:30,422,361,0,61,0,141,19
10-07-2025 20:30,422,378,0,44,0,138,15
10-07-2025 21:30,422,397,0,25,0,129,15
10-07-2025 22:30,422,393,0,29,0,124,12
10-07-2025 23:30,422,384,0,38,0,123,12
11-07-2025 00:30,422,399,0,23,0,127,12
11-07-2025 01:30,422,354,0,68,0,117,12
11-07-2025 02:30,422,363,0,59,0,116,12
11-07-2025 03:30,422,360,0,62,0,113,12
11-07-2025 04:30,422,348,0,74,0,108,12
11-07-2025 05:30,422,328,0,94,0,103,11
11-07-2025 06:30,422,311,0,111,0,95,11
11-07-2025 07:30,422,308,0,114,0,92,10
11-07-2025 08:30,422,301,0,121,0,90,10
11-07-2025 09:30,422,321,0,101,0,89,10
11-07-2025 10:30,422,356,0,66,0,110,10
11-07-2025 11:30,422,359,0,63,0,122,16
11-07-2025 12:30,422,364,0,58,0,133,13
11-07-2025 13:30,422,372,0,50,0,142,12
11-07-2025 14:30,422,363,0,59,0,136,12
11-07-2025 15:30,422,363,0,59,0,136,14
