Date,Prophet,Residuals,Hybrid_Available
2025-03-06 13:11:12,4.598986809616625,-14.657264,0
2025-03-06 14:11:12,3.0248126068172647,-12.114467,0
2025-03-06 15:11:13,1.4601543814176965,-8.948121,0
2025-03-06 16:11:13,-0.9579033428077761,-5.239678,0
2025-03-06 17:11:13,-3.2838439520719938,-1.1254158,0
2025-03-06 18:11:14,-4.067791875667204,3.2173402,0
2025-03-06 19:11:14,-2.9237758271239436,7.616625,4
2025-03-06 20:11:15,-0.7649813690018736,11.943473,11
2025-03-06 21:11:15,1.3702753522720479,16.081697,17
2025-03-06 22:11:16,3.504718574769176,19.860197,23
2025-03-06 23:11:16,6.579667441307811,23.017689,29
2025-03-07 00:11:17,11.170075082464752,25.214506,36
2025-03-07 01:11:17,16.50337720854012,26.07619,42
2025-03-07 02:11:18,20.992182111285743,25.26328,46
2025-03-07 03:11:18,23.812942198208813,22.581844,46
2025-03-07 04:11:19,25.886273841787624,18.147745,44
2025-03-07 05:11:19,29.020649492664866,12.518937,41
2025-03-07 06:11:19,33.872019643898746,6.577504,40
2025-03-07 07:11:20,38.682495968276115,1.1333969,39
2025-03-07 08:11:20,40.224987259145365,-3.3959556,36
2025-03-07 09:11:21,36.356408783007474,-6.9800863,29
2025-03-07 10:11:21,27.95179762820362,-9.784753,18
2025-03-07 11:11:22,18.445799902853096,-12.009648,6
2025-03-07 12:11:22,11.349618087350533,-13.814921,0
2025-03-07 13:11:23,7.849509248886119,-15.304629,0
2025-03-07 14:11:23,6.535119335190307,-16.532063,0
